0.589,-1.5458
0.666,-1.8467
0.609,-1.6248
0.819,-1.8663
0.069,-0.48102
0.748,-1.8369
0.199,-0.051028
0.195,-0.042779
0.652,-1.8563
0.885,-1.6942
0.297,-0.036086
0.055,-0.64843
0.731,-1.9141
0.678,-1.9058
0.629,-1.6817
0.281,0.056273
0.163,-0.13008
0.951,-1.3295
0.108,-0.41726
0.388,-0.31675
0.106,-0.42391
0.346,-0.11701
0.107,-0.39702
0.86,-1.7454
0.82,-1.9513
0.956,-1.1876
0.494,-0.97521
0.447,-0.63237
0.168,-0.084597
0.834,-1.9464
0.037,-0.73191
0.293,0.013489
0.647,-1.8974
0.905,-1.5667
0.605,-1.6405
0.916,-1.4674
0.688,-1.9368
0.111,-0.33291
0.382,-0.27377
0.137,-0.23693
0.345,-0.14233
0.335,-0.12247
0.366,-0.27811
0.747,-2.0295
0.907,-1.5285
0.74,-2.069
0.467,-0.75859
0.019,-0.90432
0.948,-1.2623
0.355,-0.17422
0.557,-1.3421
0.734,-1.9639
0.933,-1.3718
0.917,-1.5275
0.129,-0.2851
0.766,-1.8804
0.687,-1.8955
0.527,-1.1914
0.695,-2.0218
0.808,-1.9441
0.338,-0.23609
0.661,-1.9152
0.953,-1.2227
0.585,-1.606
0.065,-0.69217
0.414,-0.47874
0.971,-1.2023
0.453,-0.64715
0.547,-1.269
0.252,0.032339
0.519,-1.1811
0.028,-0.81548
0.946,-1.4695
0.615,-1.8129
0.03,-0.87643
0.836,-1.8839
0.736,-1.9517
0.706,-2.006
0.884,-1.7911
0.298,-0.028635
0.285,-0.017258
0.272,-0.024791
0.016,-0.84856
0.543,-1.2421
0.096,-0.44579
0.671,-1.8718
0.879,-1.6968
0.572,-1.5135
0.528,-1.1858
0.83,-1.944
0.373,-0.38173
0.233,-0.058462
0.875,-1.7689
0.311,-0.11488
0.837,-1.8576
0.75,-2.0254
0.501,-1.0157
0.774,-1.9669
0.161,-0.07374
0.368,-0.29281
0.54,-1.2912
0.724,-1.9016
0.559,-1.3492
0.693,-1.8442
0.202,-0.032537
0.561,-1.3801
0.925,-1.4196
0.727,-1.9393
0.997,-0.96119
0.175,-0.18997
0.377,-0.38633
0.048,-0.58742
0.15,-0.19947
0.076,-0.52591
0.185,-0.093301
0.89,-1.6843
0.059,-0.68398
0.738,-1.9614
0.191,0.00029727
0.984,-1.1266
0.344,-0.15219
0.225,0.041187
0.864,-1.7001
0.25,-0.052989
0.987,-1.0329
0.433,-0.63398
0.029,-0.76089
0.759,-2.0117
0.934,-1.3792
0.458,-0.73354
0.587,-1.5361
0.228,-0.10385
0.813,-2.0014
0.179,-0.10229
0.194,-0.1081
0.947,-1.2717
0.8,-1.9479
0.538,-1.1898
0.2,-0.11906
0.219,-0.092356
0.525,-0.96641
0.324,-0.15899
0.964,-1.2141
0.58,-1.3887
0.668,-1.8945
0.832,-1.9088
0.43,-0.62172
0.026,-0.87667
0.333,-0.046503
0.718,-1.913
0.052,-0.72021
0.13,-0.38718
0.595,-1.6714
0.852,-1.8061
0.526,-1.233
0.952,-1.3254
0.829,-1.7885
0.529,-1.1689
0.34,-0.15406
0.123,-0.29111
0.915,-1.5581
0.942,-1.3957
0.818,-1.9176
0.484,-0.81682
0.044,-0.67258
0.621,-1.7187
0.396,-0.36553
0.05,-0.63469
0.329,-0.19108
0.486,-0.91708
0.053,-0.67249
0.929,-1.3746
0.224,-0.038445
0.508,-1.0595
0.119,-0.29142
0.294,-0.16049
0.504,-1.0453
0.825,-1.81
0.963,-1.2886
0.493,-1.0408
0.985,-1.1834
0.362,-0.24235
0.337,-0.19463
0.845,-1.8892
0.705,-2.0156
0.665,-1.8274
0.207,0.039247
0.732,-2.0975
0.178,-0.046106
0.315,-0.030857
0.96,-1.1432
0.821,-1.9329
0.588,-1.489
0.173,-0.13332
0.149,-0.19027
0.477,-0.76598
0.792,-1.9383
0.277,0.10916
0.115,-0.33293
0.771,-1.9409
0.848,-1.7423
0.749,-2.0153
0.631,-1.7751
0.801,-1.8423
0.138,-0.19268
0.726,-1.973
0.35,-0.039792
0.886,-1.7149
0.155,-0.27552
0.79,-1.9848
0.775,-1.9052
0.554,-1.4015
0.331,-0.091659
0.339,-0.17757
0.399,-0.45188
0.462,-0.7392
0.709,-1.972
0.826,-1.8614
0.739,-2.0459
0.152,-0.21914
0.056,-0.5526
0.894,-1.5826
0.064,-0.63618
0.342,-0.14675
0.474,-0.78855
0.781,-1.9585
0.541,-1.2052
0.685,-1.9402
0.473,-0.8483
0.596,-1.5993
0.704,-2.1099
0.715,-1.9167
0.226,-0.09616
0.313,-0.023333
0.742,-2.0079
0.496,-0.94766
0.655,-1.8269
0.449,-0.72581
0.708,-1.9293
0.259,-0.05609
0.586,-1.4293
0.212,-0.10773
0.846,-1.7847
0.419,-0.48472
0.909,-1.435
0.022,-0.84483
0.364,-0.24778
0.918,-1.5201
0.391,-0.36954
0.659,-1.8461
0.64,-1.7633
0.012,-0.86266
0.908,-1.5348
0.109,-0.38093
0.729,-2.0154
0.992,-1.0391
0.479,-0.88857
0.094,-0.49202
0.367,-0.24931
0.932,-1.4816
0.432,-0.6063
0.114,-0.42522
0.696,-1.9481
0.275,0.031193
0.018,-0.88948
0.606,-1.6776
0.182,-0.049509
0.891,-1.5498
0.623,-1.7635
0.698,-1.857
0.088,-0.49089
0.868,-1.751
0.39,-0.24452
0.132,-0.31766
0.238,0.014599
0.296,-0.027417
0.699,-1.8749
0.078,-0.5754
0.644,-1.7862
0.721,-1.9758
0.291,0.05117
0.855,-1.8171
0.306,-0.098287
0.145,-0.15144
0.22,0.0029824
0.804,-1.8641
0.268,-0.017055
0.205,0.022706
0.798,-1.9724
0.066,-0.53107
0.998,-1.008
0.389,-0.26476
0.089,-0.50156
0.386,-0.42254
0.649,-1.8197
0.454,-0.77384
0.457,-0.78213
0.101,-0.38333
0.077,-0.6044
0.112,-0.34668
0.876,-1.6545
0.957,-1.2245
0.77,-2.0109
0.014,-0.96565
0.222,0.032567
0.993,-1.1229
0.564,-1.4256
0.667,-1.8313
0.19,0.029796
0.816,-2.034
0.822,-1.8138
0.421,-0.45583
0.057,-0.62573
0.866,-1.8218
0.711,-2.0369
0.763,-2.0305
0.901,-1.6082
0.322,-0.12757
0.511,-1.087
0.882,-1.5984
0.141,-0.20832
0.035,-0.8585
0.922,-1.5822
0.061,-0.65034
0.883,-1.6927
0.236,0.015696
0.271,-0.13064
0.551,-1.2857
0.456,-0.69107
0.847,-1.8806
0.461,-0.76203
0.356,-0.20688
0.003,-0.8667
0.871,-1.835
0.53,-1.169
0.986,-1.1593
0.063,-0.61065
0.769,-1.9906
0.086,-0.42874
0.302,-0.10109
0.576,-1.4847
0.442,-0.56216
0.702,-1.976
0.796,-1.9057
0.656,-1.9104
0.977,-1.2538
0.859,-1.6921
0.611,-1.6718
0.995,-1.0298
0.487,-0.84617
0.21,-0.040818
0.11,-0.27655
0.257,0.042125
0.229,0.063515
0.352,-0.11037
0.787,-2.0113
0.745,-2.0369
0.451,-0.76826
0.944,-1.3334
0.612,-1.638
0.128,-0.25801
0.598,-1.5797
0.544,-1.3048
0.079,-0.50319
0.582,-1.447
0.853,-1.8172
0.325,-0.080597
0.784,-2.0771
0.249,-0.020273
0.218,0.084372
0.503,-1.0398
0.1,-0.39993
0.067,-0.60494
0.286,-0.076032
0.778,-1.9595
0.627,-1.6956
0.116,-0.3752
0.156,-0.14829
0.788,-2.0652
0.332,-0.076908
0.428,-0.53421
0.546,-1.2683
0.664,-1.8021
0.36,-0.26879
0.91,-1.5436
0.746,-1.9079
0.074,-0.45496
0.844,-1.9262
0.153,-0.11126
0.92,-1.4304
0.988,-1.1261
0.081,-0.58312
0.165,-0.16001
0.284,-0.044556
0.943,-1.3811
0.768,-2.0516
0.983,-1.125
0.288,0.0054283
0.692,-2.0062
0.61,-1.6862
0.292,0.058506
0.426,-0.50802
0.751,-2.1039
0.531,-1.2535
0.425,-0.67151
0.042,-0.69339
0.592,-1.5603
0.838,-1.8186
0.607,-1.5674
0.888,-1.7112
0.189,-0.041749
0.563,-1.3707
0.97,-1.2284
0.411,-0.4056
0.273,-0.016427
0.394,-0.44887
0.979,-1.1998
0.01,-0.91115
0.945,-1.3323
0.376,-0.27881
0.166,-0.087185
0.429,-0.54412
0.648,-1.8317
0.408,-0.59699
0.911,-1.4776
0.133,-0.30665
0.039,-0.7316
0.26,0.029112
0.09,-0.50221
0.16,-0.1725
0.136,-0.33203
0.319,-0.12025
0.051,-0.63778
0.007,-0.96252
0.976,-1.1305
0.188,-0.027997
0.793,-1.944
0.105,-0.31441
0.144,-0.12373
0.027,-0.67394
0.539,-1.2412
0.4,-0.4185
0.276,0.0026496
0.872,-1.6808
0.65,-1.8321
0.023,-0.87425
0.134,-0.26067
0.961,-1.3157
0.849,-1.7829
0.941,-1.3216
0.431,-0.61563
0.881,-1.6512
0.753,-2.0105
0.459,-0.65553
0.982,-1.0816
0.59,-1.5181
0.965,-1.3067
0.87,-1.7455
0.143,-0.25887
0.435,-0.60431
0.684,-1.9935
0.353,-0.27738
0.481,-0.84849
0.258,0.078631
0.633,-1.6579
0.928,-1.4194
0.08,-0.58009
0.251,0.054135
0.955,-1.268
0.515,-1.0833
0.158,-0.16013
0.66,-1.8532
0.857,-1.79
0.906,-1.625
0.172,-0.12179
0.483,-0.94743
0.343,-0.19605
0.472,-0.85753
0.417,-0.65864
0.267,0.026765
0.242,0.00048987
0.6,-1.5533
0.614,-1.6796
0.437,-0.53658
0.556,-1.3176
0.098,-0.36411
0.646,-1.7996
0.686,-1.9037
0.55,-1.2988
0.471,-0.78655
0.244,-0.11398
0.013,-0.96411
0,-0.94319
0.552,-1.3876
0.626,-1.7198
0.265,-0.019594
0.898,-1.6205
0.393,-0.41311
0.521,-1.1416
0.569,-1.3604
0.198,-0.05
0.764,-1.9795
0.672,-1.8712
0.571,-1.4389
0.237,0.026774
0.669,-1.8945
0.365,-0.28808
0.641,-1.8109
0.415,-0.53466
0.326,-0.02358
0.49,-0.90402
0.861,-1.7185
0.321,-0.12705
0.164,-0.098056
0.23,0.037395
0.127,-0.34182
0.031,-0.89569
0.092,-0.41506
0.37,-0.25188
0.502,-1.0065
0.247,0.005824
0.978,-1.0885
0.869,-1.7384
0.095,-0.61651
0.634,-1.6802
0.835,-1.8655
0.216,-0.0029627
0.209,-0.076448
0.025,-0.77668
0.318,-0.084462
0.469,-0.83206
0.201,-0.0058113
0.351,-0.18948
0.591,-1.572
0.122,-0.29439
0.579,-1.4731
0.972,-1.2988
0.897,-1.6389
0.84,-1.9431
0.903,-1.6408
0.171,-0.18176
0.772,-2.0531
0.545,-1.2562
0.465,-0.77627
0.491,-0.8785
0.289,-0.12491
0.71,-1.9145
0.409,-0.42781
0.062,-0.60798
0.323,-0.053592
0.047,-0.72922
0.196,-0.11549
0.282,-0.01475
0.657,-1.7477
0.856,-1.7309
0.24,0.0028168
0.246,0.067379
0.009,-0.94058
0.299,-0.032872
0.863,-1.8392
0.32,-0.021618
0.619,-1.6581
0.213,-0.0086865
0.254,-0.04872
0.719,-1.9994
0.211,0.026665
0.113,-0.23845
0.495,-1.0089
0.937,-1.3071
0.423,-0.48812
0.939,-1.4153
0.63,-1.7316
0.618,-1.7124
0.723,-2.0053
0.384,-0.25874
0.776,-2.0038
0.455,-0.71812
0.643,-1.808
0.602,-1.6327
0.594,-1.4763
0.532,-1.2998
0.14,-0.24325
0.603,-1.586
0.239,0.003058
0.575,-1.5185
0.266,-0.028815
0.812,-1.9498
0.558,-1.4016
0.831,-1.8802
0.204,-0.053708
0.969,-1.1537
0.921,-1.4691
0.011,-0.93209
0.924,-1.4187
0.443,-0.64421
0.95,-1.3098
0.314,-0.068289
0.817,-1.9581
0.9,-1.6322
0.52,-1.2625
0.256,0.067927
0.697,-1.9532
0.058,-0.62913
0.573,-1.446
0.773,-1.9108
0.722,-1.9836
0.524,-1.2814
0.124,-0.30526
0.464,-0.73642
0.752,-2.0105
0.317,-0.13572
0.07,-0.67475
0.737,-1.9705
0.392,-0.37833
0.533,-1.1738
0.46,-0.75675
0.187,-0.11239
0.006,-0.99475
0.357,-0.22216
0.577,-1.4642
0.235,0.066429
0.183,-0.086752
0.441,-0.66214
0.584,-1.5104
0.33,-0.21065
0.506,-1.0558
0.806,-1.8659
0.851,-1.7826
0.807,-1.9692
0.397,-0.43084
0.604,-1.5909
0.147,-0.21381
0.008,-0.96885
0.714,-2.0399
0.733,-2.0021
0.002,-0.95718
0.068,-0.51534
0.241,-0.03525
0.555,-1.2284
0.468,-0.81194
0.542,-1.2834
0.513,-1.0999
0.422,-0.58791
0.361,-0.23006
0.892,-1.6253
0.159,-0.12166
0.398,-0.4088
0.814,-1.9386
0.401,-0.4586
0.336,-0.090097
0.436,-0.63979
0.444,-0.64291
0.805,-1.8934
0.363,-0.28695
0.274,-0.11641
0.004,-0.86399
0.186,-0.11121
0.783,-1.8628
0.327,-0.12796
0.873,-1.7686
0.295,0.079365
0.581,-1.4442
0.072,-0.59783
0.262,-0.1024
0.424,-0.51547
0.448,-0.67235
0.795,-2.0039
0.767,-1.9589
0.036,-0.78345
0.628,-1.7041
0.949,-1.2963
0.51,-1.0645
0.94,-1.341
0.214,-0.043533
0.146,-0.091954
0.498,-0.98595
0.967,-1.1915
0.125,-0.27113
0.777,-2.0334
0.154,-0.23202
0.033,-0.87514
0.703,-1.9118
0.779,-1.9974
0.578,-1.4454
0.913,-1.4888
0.278,-0.0048903
0.608,-1.7634
0.102,-0.51885
0.499,-0.97355
0.405,-0.4974
0.206,0.013455
0.758,-2.071
0.27,0.082497
0.93,-1.3685
0.824,-1.8424
0.497,-0.96858
0.73,-2.0634
0.217,-0.057239
0.802,-1.9224
0.601,-1.6001
0.087,-0.3934
0.245,0.0035622
0.568,-1.3359
0.309,-0.070247
0.269,-0.010966
0.418,-0.54941
0.744,-1.9577
0.083,-0.42115
0.535,-1.2638
0.642,-1.8396
0.374,-0.32762
0.06,-0.63154
0.307,-0.059049
0.975,-1.0744
0.264,-0.034619
0.991,-1.1253
0.071,-0.64813
0.517,-1.0903
0.811,-2.0138
0.707,-1.9218
0.85,-1.7336
0.741,-1.9778
0.67,-1.8868
0.624,-1.7539
0.923,-1.4341
0.404,-0.35476
0.378,-0.26438
0.843,-1.7779
0.72,-1.919
0.283,-0.031745
0.117,-0.32036
0.958,-1.4381
0.786,-2.0409
0.689,-2.0586
0.148,-0.10261
0.12,-0.24319
0.42,-0.45866
0.45,-0.74749
0.383,-0.3792
0.091,-0.45878
0.197,-0.085044
0.658,-1.9585
0.803,-1.9752
0.735,-1.9426
0.416,-0.53813
0.015,-0.89317
0.593,-1.6009
1,-0.96492
0.637,-1.7748
0.553,-1.35
0.215,-0.036654
0.565,-1.4238
0.516,-1.0222
0.475,-0.83439
0.57,-1.3838
0.17,-0.20676
0.761,-1.9048
0.675,-1.7443
0.403,-0.42674
0.507,-1.0746
0.567,-1.4223
0.005,-0.93562
0.728,-1.9561
0.038,-0.80036
0.231,-0.026077
0.833,-1.8686
0.7,-1.9961
0.613,-1.6845
0.5,-0.91594
0.76,-2.0395
0.537,-1.2358
0.712,-1.9696
0.135,-0.29441
0.867,-1.6604
0.694,-1.7997
0.305,-0.095621
0.261,-0.088141
0.518,-1.053
0.662,-1.8632
0.304,-0.026988
0.407,-0.44966
0.842,-1.8396
0.981,-1.1763
0.636,-1.7392
0.097,-0.39704
0.713,-2.0439
0.139,-0.2798
0.514,-0.97824
0.782,-2.1057
0.316,-0.10756
0.583,-1.4567
0.227,0.022887
0.912,-1.5396
0.463,-0.76114
0.349,-0.14433
0.966,-1.2749
0.492,-0.86394
0.799,-1.9174
0.651,-1.7912
0.622,-1.7012
0.874,-1.696
0.476,-0.80522
0.757,-1.9928
0.308,-0.12836
0.794,-1.9772
0.073,-0.56136
0.597,-1.5582
0.334,-0.11924
0.99,-1.0781
0.645,-1.8327
0.371,-0.29475
0.169,-0.19194
0.904,-1.5678
0.62,-1.694
0.617,-1.6781
0.78,-1.9635
0.287,-0.05782
0.341,-0.17368
0.034,-0.76023
0.887,-1.6619
0.654,-1.8199
0.118,-0.2764
0.682,-1.8899
0.049,-0.6355
0.815,-1.9123
0.809,-1.8932
0.828,-1.8899
0.29,-0.097133
0.208,-0.08506
0.054,-0.65746
0.203,-0.033474
0.446,-0.67783
0.174,-0.23923
0.88,-1.6812
0.234,-0.058575
0.954,-1.3139
0.41,-0.3909
0.865,-1.7753
0.193,-0.092333
0.181,-0.053566
0.44,-0.63573
0.926,-1.4608
0.28,0.044813
0.017,-0.98281
0.931,-1.5374
0.56,-1.3268
0.854,-1.7209
0.439,-0.59549
0.635,-1.832
0.162,-0.15531
0.638,-1.7722
0.126,-0.27063
0.616,-1.7162
0.968,-1.2655
0.935,-1.4749
0.98,-1.0518
0.536,-1.319
0.679,-1.9637
0.858,-1.8521
0.523,-1.1844
0.639,-1.72
0.177,-0.16868
0.549,-1.3236
0.279,0.040592
0.167,-0.092814
0.743,-1.914
0.509,-0.96119
0.482,-0.97766
0.895,-1.6824
0.406,-0.40962
0.301,-0.11252
0.994,-1.0359
0.862,-1.6545
0.512,-1.1465
0.674,-1.9079
0.69,-1.8661
0.716,-1.9278
0.47,-0.84957
0.232,-0.055872
0.348,-0.22931
0.632,-1.8183
0.548,-1.2963
0.427,-0.62178
0.31,-0.0013874
0.839,-1.8471
0.973,-1.215
