0.1,0.8,-2.642
0.16,0.47,-0.90511
0.75,0.31,-2.2851
0.53,0.49,-2.0253
0.46,0.63,-2.1832
0.97,0.32,-1.4756
1,0.54,-2.1969
0.81,0.26,-2.0368
0.8,0.61,-3.3964
0.94,0.35,-1.7711
0.69,0.84,-4.2432
1,0.29,-1.0334
0.44,0.09,0.035154
0.31,0.87,-2.5317
0.46,0.85,-3.2286
0.17,0.96,-2.9588
0.6,0.88,-4.1477
0.62,0.47,-2.6515
0.55,0.79,-3.4032
0.63,0.83,-4.1137
0.91,0.94,-4.2906
0.1,0.59,-1.8203
0.69,0.93,-4.6355
0.28,0.78,-2.0943
0.3,0.22,0.20423
0.24,0.47,-0.81707
0.17,0.42,-0.83829
0.47,0.81,-3.0658
0.55,0.54,-2.4119
0.96,0.53,-2.34
0.01,0.89,-3.483
0.86,0.27,-1.7988
0.13,0.14,-0.014312
0.65,0.05,-0.93444
0.78,0.75,-4.0275
0.12,0.34,-0.66046
0.35,0.52,-1.3069
0.47,0.12,-0.32837
0.37,0.48,-1.2165
0.8,0.25,-2.0575
0.48,0.34,-1.2065
0.37,0.55,-1.4982
0.92,0.43,-2.0992
0.37,0.35,-0.6332
0.48,0,0.18833
0.31,0.79,-2.2594
0.92,0.18,-1.1535
0.95,0.81,-3.5681
0.2,0.98,-2.8755
0.36,0.27,-0.24638
0.72,0.57,-3.2292
0.45,0.12,-0.16991
0.19,0.56,-1.1702
0.64,0.82,-4.159
0.09,0.22,-0.32689
0.86,0.85,-4.228
0.78,0.02,-1.0712
0.11,0.24,-0.29786
0.47,0.87,-3.3028
0.17,0.38,-0.63255
0.6,0.2,-1.3413
0.36,0.76,-2.2721
0.35,0.61,-1.6707
0.44,0.17,-0.31376
0.65,0.73,-3.7486
0.84,0.95,-4.6487
0.02,0.24,-0.94878
0.2,0.51,-1.0657
0.11,0.52,-1.4917
0.06,0.3,-0.82615
0.12,0.26,-0.21939
0.64,0.06,-1.0699
0.66,0.86,-4.2305
0.92,0.65,-2.9517
0.43,0.75,-2.5492
0.33,0.69,-1.8886
0.24,0.75,-2.0342
0.66,0.63,-3.4358
0.87,0.88,-4.2266
0.69,0.46,-2.7051
0.29,0.17,0.27984
0.81,0.68,-3.6973
0.74,0.05,-1.182
0.23,0.9,-2.5931
0.43,0.88,-3.0394
0.49,0.81,-3.187
0.15,1,-3.2794
0.64,0.64,-3.2806
0.99,0.45,-1.9234
0.27,0.97,-2.9361
0.52,0.88,-3.6584
0.78,0.86,-4.4462
0.05,0,0.32238
0.79,0.12,-1.5223
0.59,0.1,-0.94893
0.46,0.62,-2.2732
0.78,0.55,-3.2568
0.84,0.27,-1.9589
0.89,0.21,-1.4427
0.42,0.65,-2.2043
0.79,0.21,-1.7863
0.5,0.18,-0.80623
0.72,0.09,-1.4198
0.92,0.08,-0.80259
0.62,0.24,-1.662
0.83,0.79,-4.0343
0.88,0.54,-2.8851
0.67,0.39,-2.4134
0.33,0.56,-1.3442
0.46,0.45,-1.5404
0.53,0.8,-3.4115
0.01,0.27,-1.0035
0.14,0.22,-0.16349
0.69,0,-0.94769
0.22,0.13,0.57632
0.42,0.28,-0.60297
0.75,0.53,-2.9584
0.96,0.77,-3.377
0.16,0.7,-1.8896
0.72,0.33,-2.2184
0.93,0.59,-2.8425
0.45,0.69,-2.4506
0.51,0.33,-1.3131
0.98,0.39,-1.6675
0.42,0.35,-0.85489
0.11,0.48,-1.2743
0.53,0.61,-2.6069
0.29,0.77,-2.2096
0.48,0.2,-0.63605
0.33,0.24,-0.10265
0.53,0.93,-3.8942
0.11,0.64,-1.77
0.18,0.41,-0.72271
0.61,0.6,-3.0217
0.4,0.64,-1.9209
0.59,0.67,-3.2822
0.16,0.15,0.22914
0.66,0.02,-0.94912
0.19,0.2,0.17786
0.44,0.94,-3.3143
0.31,0.28,-0.29105
0.31,0.84,-2.4388
0.28,0.97,-2.904
0.82,0.3,-2.152
0.96,0.67,-2.9237
0.91,0.73,-3.4225
0.82,0.17,-1.5956
0.14,0.83,-2.4751
0.64,0.07,-1.033
0.86,0.66,-3.376
0.41,0.43,-1.2078
0.49,0.86,-3.4195
0.17,0.37,-0.6507
0.15,0.66,-1.8046
0.54,0.52,-2.4343
0.85,0.98,-4.7434
0.08,0.71,-2.4424
0.42,0.94,-3.354
0.93,0.84,-3.6972
0.05,0.48,-1.5184
0.35,0.79,-2.4171
0.86,0.26,-1.8019
0.67,0.02,-0.99835
0.88,0.36,-2.1936
0.96,0.82,-3.5574
0.15,0.34,-0.44585
0.05,0.49,-1.6852
0.79,0.59,-3.2399
0.24,0.45,-0.91023
0.64,0.2,-1.5782
0.94,0.19,-1.1151
0.67,0.04,-1.0546
0.98,0.41,-1.7805
0.51,0.87,-3.6283
0.13,0.25,-0.20792
0.96,0.69,-2.999
0.77,0.51,-3.0604
0.67,0.24,-1.8466
0.06,0.6,-2.013
1,0.25,-1.0462
0.51,0.01,-0.054924
0.47,0.84,-3.2905
0.79,0.51,-3.0502
0.27,0.57,-1.165
0.06,0.15,-0.30272
0.37,0.73,-2.2113
0,0.65,-2.608
0.94,0.28,-1.5036
0.38,0.31,-0.52838
0.79,0.45,-2.7627
0.75,0.11,-1.3817
0.41,0.27,-0.57502
0.71,0.36,-2.4655
0.73,0.03,-1.0384
0.95,0.71,-3.0734
0.12,0.74,-2.2606
0.69,0.57,-3.2366
0.99,0.07,-0.38972
0.27,0.64,-1.5196
0.82,0.84,-4.2417
0.76,0.29,-2.1539
0.66,0.14,-1.3436
0.19,0.91,-2.7012
0.19,0.82,-2.3205
0.7,0.9,-4.6213
0.01,0.31,-1.2821
0.16,0.14,0.18149
0,0.85,-3.4301
0.35,0.85,-2.5718
0.58,0.54,-2.6952
0.09,0.29,-0.7536
0.86,0.75,-3.8374
0.24,0.51,-0.97754
0.92,0.09,-0.90779
0.17,0.61,-1.5595
0.36,0.96,-3.0659
0.69,0.43,-2.6558
0.2,0.21,0.12712
0.6,0.71,-3.3289
0.06,0.81,-2.9281
0.06,0.42,-1.341
0.04,0.49,-1.7547
0.91,0.22,-1.5112
0.74,0.37,-2.4984
0.56,0.89,-3.9683
0.78,0.92,-4.6365
0.55,0.12,-0.90704
0.11,0.45,-1.1669
0,0.36,-1.4959
0.29,0.58,-1.4041
0.17,0.31,-0.36058
0.49,0.3,-1.181
0.94,0.46,-2.1484
0.02,0.15,-0.42923
0.74,0.18,-1.7666
0.29,0.66,-1.6873
0.13,0.34,-0.50748
0.49,0.51,-2.0419
0.64,0.08,-1.1386
0.73,0.51,-2.9336
0.45,0.29,-0.92838
0.73,0.72,-3.8433
0.75,0.13,-1.5452
0.88,0.11,-1.1274
0.82,0.08,-1.1919
0.52,0.21,-1.0683
0.61,0.48,-2.6129
0.07,0.61,-2.0234
0.12,0.06,0.51898
0.25,0.42,-0.72273
0.15,0.89,-2.8568
0.32,0.37,-0.56778
0.24,0.21,0.19801
0.62,0.9,-4.2837
0.94,0.93,-4.051
0.57,0.41,-2.1118
0.73,0.61,-3.4089
0.02,0.84,-3.2207
0.49,0.87,-3.3256
0,0.98,-3.8477
0.03,0.8,-3.1152
0.31,0.41,-0.78108
0.31,0.16,0.22404
0.49,0.56,-2.1616
0.22,0.68,-1.6688
0.33,0.37,-0.67765
0.04,0.41,-1.365
0.98,0.35,-1.5188
0.77,0.85,-4.4342
0.23,0.94,-2.8618
0.79,0.02,-1.0973
0.1,0.95,-3.2065
0.21,0.53,-1.0929
0.09,0.77,-2.5987
0.11,0.97,-3.1408
0.01,0.51,-2.0126
0.32,0.91,-2.751
0.5,0.44,-1.7789
0.45,0.82,-2.9202
0.48,1,-3.8376
0.57,0.87,-3.968
0.62,0.78,-3.7631
0.37,0.32,-0.48548
0.7,0,-0.94141
0.92,0.58,-2.7304
0.29,0.72,-1.8476
0.58,0.12,-0.87962
0.89,0.82,-3.9009
0.9,0.75,-3.5382
0.64,0.71,-3.5303
0.39,0.08,0.41644
0.79,0.61,-3.4023
0.81,0.91,-4.6104
0.44,0.72,-2.4006
0.29,0.02,0.8044
0.97,0.2,-1.0371
0.07,0.27,-0.614
0.4,0.06,0.40611
0.42,0.37,-1.0409
0.16,0.69,-1.9964
0.71,0.01,-0.9927
0.73,0.6,-3.3924
0.05,0.93,-3.5085
0.49,0.09,-0.25251
0.86,0.71,-3.5922
0.9,0.16,-1.2401
0.13,0.78,-2.2689
0.21,0.28,-0.23963
0.26,0.68,-1.7494
0.69,0.33,-2.254
0.86,0.94,-4.5894
0.53,0.99,-4.1322
0.25,0.15,0.40907
0.33,0.89,-2.7306
0.3,0.27,-0.076102
0.65,0.79,-3.9591
0.5,0.52,-2.0391
0.73,0,-0.99447
0.28,0.98,-2.8667
0.07,0.12,-0.060328
0.19,0.97,-2.9857
1,0.75,-2.9416
0.13,0.98,-3.1756
0.39,0.49,-1.2835
0.97,0.97,-4.1372
0.29,0.71,-1.9112
0.94,0.92,-4.0141
0.88,0.59,-3.0371
0.4,0.51,-1.4898
0.58,0.04,-0.68843
0.86,0.56,-3.0402
0.9,0.97,-4.4877
0.29,0.65,-1.6613
0.27,0.76,-2.1054
0.16,0.82,-2.4188
0.65,0.24,-1.815
0.47,0.57,-2.1583
0.88,0.05,-0.91557
0.94,0.95,-4.1123
0.97,0.76,-3.109
0.92,0.92,-4.1727
0.9,0.19,-1.3207
0.5,0.66,-2.6216
0.62,0.32,-1.9368
0.77,0.49,-2.9105
0.14,0.11,0.2858
0.03,0.14,-0.38183
0.49,0.9,-3.4885
0.44,0.78,-2.7517
0.66,0.2,-1.5497
0.97,0.62,-2.6135
0.38,0.22,-0.23986
0.89,0.66,-3.3565
0.85,0.09,-1.2588
0.85,0.14,-1.3603
0.1,0.7,-2.2002
0.74,0.55,-3.2637
0.65,0.29,-1.8999
0.02,0.95,-3.7819
0.58,0.15,-1.1462
0.67,0.52,-2.9099
0.29,0.29,-0.15471
0.1,0.11,0.19069
0.55,0.43,-1.9481
0.33,0.03,0.74103
0.4,0.96,-3.2741
0.05,0.18,-0.40987
0.68,0.79,-4.0041
0.29,0.03,0.78251
0.75,0.1,-1.4002
0.4,0.8,-2.6702
0.5,0.43,-1.8054
0.98,0.91,-3.7692
0.36,0.61,-1.6893
0.15,0.54,-1.4137
0.2,0.48,-0.93339
0.48,0.54,-2.0694
0.43,0.56,-1.7297
0.53,0.66,-2.9824
0.74,0.31,-2.2384
0.58,0.6,-2.8491
0.36,0.1,0.33173
0.62,0.43,-2.3797
0.41,0.65,-2.0918
0.18,0.01,0.94307
0.55,0.95,-4.1255
0.27,0.54,-1.1479
0.82,0.72,-3.6414
0.4,0.52,-1.4983
0.2,0.75,-2.0457
0.53,0.97,-4.1127
0.84,0.9,-4.4352
0.07,0.18,-0.32447
0.52,0.17,-0.8933
0.59,0.91,-4.1782
0.47,0.8,-2.9821
0.67,0.51,-2.8842
0.58,0.13,-0.96105
0,0.88,-3.6146
0.32,0.64,-1.7097
0.48,0.95,-3.5205
0.92,0.51,-2.5701
0.01,0.72,-2.7864
0.75,0.73,-3.9576
0.87,0.24,-1.7783
0.58,0.38,-2.0205
0.45,0.27,-0.73657
0.2,0.78,-2.2241
0.36,0.24,-0.16141
0.14,0.94,-3.0991
0.63,0.73,-3.6982
0.3,0.52,-1.1031
0.11,0.72,-2.2187
0.75,0.85,-4.4232
0.57,0.02,-0.48638
0.33,0.6,-1.5206
0.42,0.12,-0.065979
0.54,0.18,-0.92515
0.46,0.77,-2.7606
0.27,0.24,0.0037821
0.03,0.13,-0.38903
0.67,0.75,-3.8757
0.88,0.33,-1.9028
0.47,0.52,-1.9088
0.38,0.13,0.2058
0.31,0.78,-2.2004
0.2,0.25,0.0068317
0.36,0.04,0.71482
0.95,0.42,-1.9181
0.9,0.94,-4.3172
0.76,0.36,-2.451
0.36,0.57,-1.532
0.31,0.85,-2.4391
0.39,0.89,-2.8718
0.81,0.02,-1.1572
0.84,0.14,-1.3468
0.44,0.19,-0.41369
0.22,0.67,-1.6386
0.09,0.48,-1.4154
0.28,0.75,-2.0096
0.42,0.6,-1.8603
0.12,0.7,-2.0954
0.76,0.89,-4.5339
0.8,0.28,-2.1609
0.46,0.96,-3.4892
0.37,0.85,-2.6302
0.83,0.71,-3.6518
0.8,0.45,-2.7156
0.53,0.12,-0.70842
0.9,0.27,-1.6043
1,0.81,-3.1796
0.16,0.98,-3.0926
0.42,0.3,-0.81772
0.59,0.14,-1.0769
0.39,0.75,-2.4699
0.01,0.88,-3.4801
0.65,0.9,-4.4279
0.26,0.75,-2.0479
0.33,0.98,-3.048
0.64,0.28,-1.9319
0.68,0.5,-2.9679
0.35,0.04,0.68831
0.78,0.08,-1.284
0.68,0.86,-4.3185
0.76,0.72,-3.9149
0.2,0.18,0.27082
0.39,0.61,-1.7632
0.45,0.88,-3.1166
0.5,0.46,-1.7387
0.89,0.09,-0.97129
0.02,0.48,-1.8128
0.02,0.25,-0.96351
0.1,0.33,-0.82083
0.38,0.91,-3.0877
0.34,0.22,0.045225
0.81,0.01,-0.90166
0.74,0.3,-2.1598
0.27,1,-3.1403
0.23,0.95,-2.8389
0.32,0.05,0.75239
0.72,0.89,-4.5801
0.85,0.8,-3.9178
0.53,0.17,-0.8827
0.84,0.75,-3.8494
0.21,0.83,-2.2711
0.23,0.87,-2.4724
0.59,0.09,-0.92566
0.32,0.09,0.57517
0.96,0.27,-1.2797
0.93,0.5,-2.3226
0.05,0.67,-2.3653
0.84,0.72,-3.732
0.74,0.43,-2.5833
0.75,0.7,-3.7704
0.65,0.56,-3.132
0.69,0.77,-3.9837
0.62,0.67,-3.3716
0.09,0.9,-3.1008
0.18,0.69,-1.9534
0.81,0.39,-2.6308
0.73,0.04,-1.1807
0.53,0.74,-3.2226
0.49,0.75,-2.9425
0.42,0.46,-1.4288
0.51,0.65,-2.6658
0.88,0.37,-2.211
0.42,0.23,-0.41084
0.01,0.93,-3.6242
0.42,0.01,0.33216
0.03,0.58,-2.1345
0.26,0.06,0.78213
0.69,0.48,-2.8775
0.08,0.09,0.032677
0.2,0.82,-2.3756
0.06,0.45,-1.3719
0.24,0.69,-1.7803
0.88,0.98,-4.5283
0.29,0.11,0.5709
0.64,0.44,-2.5262
0.31,0.35,-0.42421
0.8,0.22,-1.9222
0.97,0.44,-1.8904
0.74,0.64,-3.5319
0.42,0.41,-1.064
0.01,0.39,-1.5391
0.69,0.94,-4.7136
0.15,0.73,-2.0674
0.11,0.18,-0.074895
0.26,0.73,-1.9179
0.11,0.87,-2.913
0.37,0.51,-1.2751
0.75,0.05,-1.1529
0.45,0.99,-3.7013
0.17,0.69,-1.9282
0.52,0.41,-1.721
0.84,0.37,-2.3105
0.96,0.86,-3.711
0.25,0.91,-2.7166
0.52,0.63,-2.6918
0.48,0.66,-2.6025
0.23,0.67,-1.7671
1,0.89,-3.6271
0.44,0.9,-3.2505
0.13,0.45,-1.1328
0.68,0.49,-2.7353
0.05,0.66,-2.3177
0.98,0.48,-2.0521
0.79,0.88,-4.558
0.83,0.15,-1.4807
0.6,0.84,-3.9006
0.06,0.78,-2.7112
0.67,0.4,-2.5072
0.01,0.04,-0.13249
0.2,0.28,-0.20084
0.35,0.74,-2.1147
0.43,0.92,-3.2931
0.65,0.43,-2.5848
0.03,0.95,-3.6807
0.65,0.46,-2.6479
0.14,0.69,-1.9322
0.06,0.7,-2.404
0.76,0.74,-3.94
0.24,0.56,-1.2183
0.68,0.41,-2.583
0.32,0.56,-1.3041
0.58,0.21,-1.4256
0.07,0.26,-0.67947
0.47,0.82,-3.1242
0.19,0.5,-0.98705
0.03,0.96,-3.62
0.8,0.11,-1.3272
0.94,0.23,-1.2352
0.86,0.04,-0.95695
0.8,0.62,-3.4441
0.28,0.57,-1.3288
0.86,0.37,-2.3905
0.98,0.3,-1.3514
0.66,0.9,-4.5191
0.12,0.57,-1.6686
0.77,0.12,-1.5412
0.88,0.5,-2.7029
0.6,0.63,-3.1525
0.14,0.28,-0.48052
0.67,0.68,-3.5221
0.95,0.68,-2.9748
0.63,0.88,-4.259
0.36,0.79,-2.3742
0.05,0.68,-2.4093
0.54,0.36,-1.659
0.96,0.56,-2.4508
0.34,0.81,-2.4257
0.46,0.73,-2.6384
0.33,0.09,0.4931
0.54,0.15,-0.84768
0.33,0.27,-0.14366
0.43,0.4,-1.1712
0.83,0.83,-4.2616
0.55,0.08,-0.68033
0.49,0.21,-0.74851
0.65,0.48,-2.6233
0.43,0.86,-2.9651
0.96,0.37,-1.8285
0.51,0.09,-0.49921
0.22,0.85,-2.4628
0.98,0.15,-0.81824
1,0.32,-1.2843
0.82,0.74,-3.847
0.99,0.78,-3.1826
0.1,0.44,-1.1863
0.78,0.81,-4.1683
0.17,0.95,-2.9838
0.48,0.12,-0.36374
0.48,0.85,-3.36
0.95,0.07,-0.53398
0,0.4,-1.6051
0.59,0.2,-1.3536
0.05,0.35,-1.1936
0.65,1,-4.7329
0.7,0.14,-1.5103
0.88,0.69,-3.3698
0.68,0.15,-1.508
0.36,0.47,-1.0555
0.23,0.35,-0.41778
0.71,0.82,-4.3154
0.61,0.66,-3.3978
0.02,0.74,-2.7546
0.16,0.81,-2.4568
0.39,0.81,-2.6559
0.49,0.29,-1.1341
0.21,0.87,-2.4857
0.34,0.18,0.13659
0.17,0.01,0.75956
0.01,0.96,-3.7423
0.01,0.05,-0.16235
0.37,0.31,-0.59337
0.59,0.13,-1.0507
0.02,0.34,-1.2354
0.12,0.13,0.21957
0.32,0.43,-0.80447
0.15,0.26,-0.2008
0.6,0.83,-4.0186
0.18,0.68,-1.7949
0.21,0.01,0.85004
0.45,0.02,0.24867
0.57,0.25,-1.4041
0.42,0.54,-1.7554
0.97,0.94,-3.9095
0.93,0.42,-2.1079
0.54,0.82,-3.6206
